Point;Latitude;Longitude;Contexte;Integration;NORTAV;NORTNAV;NORTXAV;NORTRAV;NORTXQ90;NORTXQ10;NORTNQ10;NORTNQ90;NORTXND;NORTNND;NORTNHT;NORTXHWD;NORTNCWD;NORTNFD;NORTXFD;NORSD;NORTR;NORHDD;NORCDD;
11769;47.4275;-0.2619;RCP8.5;H1;12.99;9.21;16.78;7.57;26.53;7.53;1.62;16.31;62;13;51;17;2;21;3;54;6;1840.24;281.13;
11770;47.4298;-0.1559;RCP8.5;H1;12.91;9.13;16.7;7.57;26.54;7.44;1.53;16.24;62;14;51;17;2;21;2;53;6;1862.9;276.04;
11771;47.432;-0.05;RCP8.5;H1;12.86;9.13;16.59;7.46;26.45;7.36;1.51;16.14;62;10;48;17;2;22;3;52;6;1886.61;281.87;
11772;47.4342;0.0561;RCP8.5;H1;12.79;9.06;16.51;7.45;26.38;7.28;1.46;16.05;62;10;48;17;2;22;3;51;6;1906.12;275.84;
11773;47.4362;0.1621;RCP8.5;H1;12.55;8.79;16.3;7.5;26.24;6.99;1.21;15.92;62;14;52;17;1;23;3;50;5;1964.69;251.02;
11774;47.4382;0.2681;RCP8.5;H1;12.49;8.75;16.23;7.48;26.4;6.66;1.06;16;64;13;53;18;1;24;4;51;5;1996.21;260.82;
11775;47.44;0.3741;RCP8.5;H1;12.39;8.66;16.11;7.45;26.28;6.55;0.99;15.91;64;13;53;19;1;25;4;50;5;2024.13;253.05;
11776;47.4418;0.4802;RCP8.5;H1;12.41;8.68;16.14;7.45;26.28;6.61;0.99;16.01;64;13;53;20;1;25;4;50;6;2019.62;256.62;
11777;47.4434;0.5862;RCP8.5;H1;12.44;8.67;16.2;7.53;26.4;6.53;0.99;15.99;66;11;53;21;1;24;5;52;6;2019.43;264.39;
11778;47.445;0.6922;RCP8.5;H1;12.44;8.67;16.21;7.54;26.41;6.54;0.99;15.99;66;11;52;21;1;24;5;52;6;2017.39;264.94;
11779;47.4464;0.7983;RCP8.5;H1;12.33;8.58;16.08;7.5;26.31;6.48;0.93;15.92;67;12;53;21;1;24;5;50;6;2046.55;255.98;
11780;47.4478;0.9044;RCP8.5;H1;12.43;8.66;16.21;7.55;26.42;6.6;1;15.98;67;12;53;22;1;24;5;51;6;2019.75;263.2;
11781;47.449;1.0104;RCP8.5;H1;12.5;8.7;16.3;7.6;26.56;6.62;1.04;16.01;67;12;53;22;1;24;4;53;5;1999.27;265.77;
11782;47.4502;1.1165;RCP8.5;H1;12.22;8.08;16.35;8.27;26.83;6.46;0.25;15.53;70;14;57;21;2;33;5;54;3;2083.86;251.5;
11783;47.4513;1.2226;RCP8.5;H1;12.23;8.1;16.35;8.25;26.82;6.49;0.19;15.63;70;14;58;21;2;34;5;54;3;2084.77;255.36;
11784;47.4523;1.3286;RCP8.5;H1;12.17;7.86;16.48;8.62;27.06;6.46;-0.25;15.51;72;16;61;24;2;38;5;57;4;2110.51;260.27;
11785;47.4531;1.4347;RCP8.5;H1;12.13;7.84;16.43;8.59;27.03;6.42;-0.3;15.45;72;16;62;23;2;40;5;57;3;2122.93;261.24;
11786;47.4539;1.5408;RCP8.5;H1;12.12;7.83;16.41;8.58;27.01;6.41;-0.3;15.45;72;16;62;23;2;40;5;57;3;2127.07;260.12;
11787;47.4546;1.6469;RCP8.5;H1;12.14;7.91;16.37;8.47;26.98;6.39;-0.13;15.54;73;12;58;24;2;38;5;56;3;2130.93;270.02;
11788;47.4552;1.753;RCP8.5;H1;12.16;7.92;16.4;8.49;26.98;6.44;-0.13;15.56;73;12;59;25;2;38;5;57;3;2127.4;273.18;
11789;47.4557;1.8591;RCP8.5;H1;12.11;7.89;16.34;8.45;26.91;6.39;-0.16;15.55;73;12;59;25;2;39;5;56;3;2139.73;270.07;
11790;47.456;1.9652;RCP8.5;H1;12.09;7.88;16.31;8.43;26.91;6.35;-0.12;15.55;73;12;58;24;2;39;5;56;3;2145.52;268.48;
