Point;Latitude;Longitude;Contexte;Integration;NORPAV;NORPINT;NORRR;NORPFL90;NORRR1MM;NORPXCWD;NORPN20MM;NORPXCDD;
4660;43.8462;3.9763;RCP8.5;H3;2.12;10.92;774.75;88.26;69.37;7;11;46;
4661;43.8447;4.0756;RCP8.5;H3;2.11;10.87;769.57;88.25;69.23;7;10;46;
4662;43.843;4.1749;RCP8.5;H3;1.6;9.05;584.81;89.46;62.87;6;7;47;
4663;43.8413;4.2743;RCP8.5;H3;1.63;9.34;593.68;89.11;61.83;6;7;50;
4664;43.8395;4.3736;RCP8.5;H3;1.59;9.19;580.58;89.1;61.4;6;6;50;
4665;43.8376;4.4729;RCP8.5;H3;1.66;9.29;605.06;88.54;63.3;6;7;49;
4666;43.8356;4.5722;RCP8.5;H3;1.65;9.15;601.72;88.07;63.7;6;7;48;
4667;43.8335;4.6715;RCP8.5;H3;1.53;9.25;559.51;90.35;58.5;6;7;52;
4668;43.8313;4.7708;RCP8.5;H3;1.5;8.76;547.73;89.11;60.6;6;6;55;
4669;43.8291;4.8701;RCP8.5;H3;1.52;8.86;556.78;89.14;60.9;6;6;55;
4670;43.8267;4.9694;RCP8.5;H3;1.56;9.1;571.16;89.25;60.63;5;6;54;
4671;43.8242;5.0687;RCP8.5;H3;1.6;9.05;583.8;88.79;62.8;6;6;48;
4672;43.8217;5.168;RCP8.5;H3;1.68;9.46;613.43;88.96;63.2;6;7;47;
4673;43.8191;5.2672;RCP8.5;H3;1.72;8.95;626.69;86.59;68.27;6;7;43;
4674;43.8163;5.3665;RCP8.5;H3;1.83;9.58;667.93;87.19;67.83;5;8;41;
4675;43.8135;5.4657;RCP8.5;H3;1.86;9.75;680.77;87.34;68.03;5;8;41;
4676;43.8106;5.5649;RCP8.5;H3;2.04;9.08;743.71;82.18;79.87;6;8;36;
4677;43.8076;5.6641;RCP8.5;H3;2.02;8.95;737.55;81.4;80.2;6;9;38;
4678;43.8045;5.7634;RCP8.5;H3;1.94;8.64;708.11;81.2;79.7;6;8;38;
4679;43.8013;5.8625;RCP8.5;H3;1.7;7.48;619.52;80.66;80.27;6;6;33;
4680;43.7981;5.9617;RCP8.5;H3;1.65;7;604.14;78.79;83.33;7;4;32;
4681;43.7947;6.0609;RCP8.5;H3;1.79;7.35;653.73;77.46;86.03;7;4;32;
4682;43.7913;6.1601;RCP8.5;H3;1.77;7.33;647.97;77.75;85.63;7;5;32;
4683;43.7877;6.2592;RCP8.5;H3;1.91;7.92;697.72;78.66;85.6;7;6;31;
4684;43.7841;6.3584;RCP8.5;H3;2.01;7.99;732.98;77.4;89.53;7;6;30;
4685;43.7804;6.4575;RCP8.5;H3;2.33;9.68;852.52;80.97;86.1;7;11;31;
4686;43.7766;6.5566;RCP8.5;H3;2.35;9.78;859.92;81.12;85.97;7;11;31;
4687;43.7726;6.6557;RCP8.5;H3;3.02;11.78;1103.9;81.36;91.97;8;15;33;
4688;43.7687;6.7548;RCP8.5;H3;3.06;11.7;1117.42;80.83;93.73;7;15;33;
4689;43.7646;6.8538;RCP8.5;H3;3.1;11.78;1130.75;80.7;94.13;8;15;33;
4690;43.7604;6.9529;RCP8.5;H3;2.81;10.81;1025.79;81.23;93.2;8;13;35;
4691;43.7561;7.0519;RCP8.5;H3;2.91;13.33;1062.38;87.3;78.07;7;15;35;
4692;43.7518;7.151;RCP8.5;H3;2.15;11.03;786.21;87.89;69.73;6;10;39;
4693;43.7473;7.25;RCP8.5;H3;2.09;10.9;764.63;87.67;68.57;6;10;41;
4694;43.7428;7.349;RCP8.5;H3;2.14;11.14;782.91;87.67;68.73;6;10;41;
4750;43.8699;-1.2932;RCP8.5;H3;2.64;8.04;963.74;68.14;118.5;9;9;32;
4751;43.8731;-1.1939;RCP8.5;H3;2.65;8.25;966.88;69.16;115.83;9;10;32;
4752;43.8763;-1.0945;RCP8.5;H3;2.68;8.33;977.28;69.18;116;9;10;32;
4753;43.8794;-0.9952;RCP8.5;H3;2.69;8.35;982.4;69.24;116.4;9;10;34;
4754;43.8824;-0.8959;RCP8.5;H3;2.67;8.3;975.6;69.23;116.27;9;10;34;
4755;43.8853;-0.7965;RCP8.5;H3;2.69;8.34;983.84;69.3;116.63;10;10;34;
4756;43.8882;-0.6972;RCP8.5;H3;2.35;7.47;858.49;68.28;113;8;7;34;
4757;43.8909;-0.5978;RCP8.5;H3;2.36;7.49;862.51;68.28;113.2;9;7;34;
4758;43.8935;-0.4984;RCP8.5;H3;2.36;7.43;863.55;68.34;114.33;9;7;32;
4759;43.8961;-0.399;RCP8.5;H3;2.39;7.51;872.06;68.31;114.07;9;8;33;
4760;43.8985;-0.2996;RCP8.5;H3;2.08;6.87;760.54;69.89;108.57;9;6;34;
4761;43.9009;-0.2002;RCP8.5;H3;2.12;6.98;772.78;70.02;108.53;8;6;33;
4762;43.9032;-0.1008;RCP8.5;H3;2.08;6.95;758.15;69.48;106.93;8;5;34;
4763;43.9054;-0.0014;RCP8.5;H3;2.1;7.08;767.96;69.53;106.33;8;6;33;
4764;43.9075;0.0981;RCP8.5;H3;2.14;7.21;782.78;69.28;106.93;8;6;33;
4765;43.9095;0.1975;RCP8.5;H3;2.13;7.17;779.57;69.26;107.03;8;6;33;
4766;43.9114;0.297;RCP8.5;H3;1.87;6.7;681.47;72.55;99.97;7;5;35;
4767;43.9132;0.3964;RCP8.5;H3;1.86;6.78;678.57;73.05;98.07;7;5;36;
4768;43.9149;0.4959;RCP8.5;H3;1.88;6.89;687.93;73.12;97.87;7;5;36;
4769;43.9166;0.5953;RCP8.5;H3;1.74;6.35;634.29;71.35;96.97;7;4;35;
4770;43.9181;0.6948;RCP8.5;H3;1.76;6.3;644.42;71.54;99.67;7;4;35;
4771;43.9196;0.7943;RCP8.5;H3;1.75;6.26;640.18;71.56;99.57;7;4;35;
4772;43.9209;0.8937;RCP8.5;H3;1.8;6.56;657.71;72.09;98.13;7;5;35;
4773;43.9222;0.9932;RCP8.5;H3;1.8;6.59;657.63;72.05;97.57;7;4;36;
4774;43.9234;1.0927;RCP8.5;H3;1.77;6.5;647.95;72;97.37;7;4;36;
4775;43.9245;1.1922;RCP8.5;H3;1.82;6.65;663.76;72.25;97.67;8;4;35;
4776;43.9255;1.2917;RCP8.5;H3;1.82;6.66;665.63;72.28;97.7;8;4;35;
4777;43.9264;1.3912;RCP8.5;H3;1.76;6.64;643.45;72.99;94.57;8;4;36;
4778;43.9272;1.4907;RCP8.5;H3;1.79;6.7;654.6;73.28;95.47;7;5;36;
4779;43.928;1.5902;RCP8.5;H3;1.94;7.35;708.76;74.85;94.3;7;6;35;
4780;43.9286;1.6897;RCP8.5;H3;1.97;7.34;720.62;73.86;96;8;6;35;
4781;43.9291;1.7892;RCP8.5;H3;1.76;6.93;641.33;75.09;90.13;7;5;36;
4782;43.9296;1.8888;RCP8.5;H3;1.73;6.81;632.49;75.02;90.37;7;5;36;
4783;43.93;1.9883;RCP8.5;H3;1.83;7.13;668.49;74.78;91.53;7;6;35;
4784;43.9302;2.0878;RCP8.5;H3;1.75;6.91;637.48;75.78;90.27;7;5;37;
4785;43.9304;2.1873;RCP8.5;H3;1.75;6.94;640.54;75.76;90.33;7;6;37;
4786;43.9305;2.2868;RCP8.5;H3;1.82;7.12;663.94;75.47;91.3;7;5;37;
4787;43.9305;2.3863;RCP8.5;H3;1.84;7.19;672.6;75.51;91.5;7;5;37;
4788;43.9304;2.4858;RCP8.5;H3;1.95;7.29;713.64;74.58;95.5;7;6;35;
4789;43.9302;2.5854;RCP8.5;H3;2.16;7.37;788.41;71.62;104.4;8;7;33;
4790;43.93;2.6849;RCP8.5;H3;2.13;7.28;779.58;71.48;104.57;8;7;33;
4791;43.9296;2.7844;RCP8.5;H3;2.26;7.77;825.85;71.51;104.33;9;7;33;
4792;43.9291;2.8839;RCP8.5;H3;2.2;7.85;802.9;73.41;99.97;8;7;35;
4793;43.9286;2.9834;RCP8.5;H3;2.74;9.89;999.4;77.62;99.43;9;11;35;
4794;43.928;3.0829;RCP8.5;H3;2.85;10.06;1039.35;77.52;101.67;8;11;33;
4795;43.9272;3.1824;RCP8.5;H3;2.94;10.05;1074.18;75.7;105.27;8;13;32;
4796;43.9264;3.2819;RCP8.5;H3;2.96;10.18;1081.08;76.07;104.53;8;13;32;
4797;43.9255;3.3814;RCP8.5;H3;4.05;14.83;1477.55;81.98;98.2;9;23;33;
4798;43.9245;3.4809;RCP8.5;H3;3.59;13.49;1310.37;81.7;95.43;10;20;34;
4799;43.9234;3.5804;RCP8.5;H3;3.49;13.11;1274.08;81.49;95.33;10;19;35;
4800;43.9222;3.6799;RCP8.5;H3;2.64;10.16;962.84;80.56;92.23;10;12;38;
4801;43.921;3.7794;RCP8.5;H3;2.28;11.31;832.66;87.42;71.7;8;11;44;
4802;43.9196;3.8789;RCP8.5;H3;2.17;11.15;793.21;88.09;69.47;8;10;44;
4803;43.9181;3.9783;RCP8.5;H3;2.21;10.99;808.38;87.47;72.17;7;10;46;
4804;43.9166;4.0778;RCP8.5;H3;2.12;10.12;775.3;85.92;74.9;7;10;45;
4805;43.9149;4.1773;RCP8.5;H3;2.05;10.3;747.87;87.17;70.83;7;9;45;
4806;43.9132;4.2767;RCP8.5;H3;2.13;10.26;777.7;86.11;74;7;9;41;
4807;43.9114;4.3762;RCP8.5;H3;1.7;9.39;621.88;88.53;64.13;6;7;48;
4808;43.9095;4.4756;RCP8.5;H3;1.68;9.32;612.65;88.64;63.67;6;7;49;
4809;43.9075;4.5751;RCP8.5;H3;1.66;9.27;607.24;88.4;63.57;6;7;48;
4810;43.9054;4.6745;RCP8.5;H3;1.67;9.32;611.65;88.39;63.7;6;7;48;
4811;43.9032;4.7739;RCP8.5;H3;1.54;8.69;561.38;88.55;62.4;6;6;50;
4812;43.9009;4.8733;RCP8.5;H3;1.6;8.65;584.58;87.53;65.43;6;6;49;
4813;43.8986;4.9728;RCP8.5;H3;1.63;9.29;595.3;88.13;62.13;6;6;51;
4814;43.8961;5.0722;RCP8.5;H3;1.67;9.28;609.67;87.93;64.1;6;7;49;
4815;43.8936;5.1715;RCP8.5;H3;1.79;9.19;655.05;85.72;69.57;6;7;46;
4816;43.8909;5.2709;RCP8.5;H3;1.74;8.98;635.05;86.11;69;6;7;47;
4817;43.8882;5.3703;RCP8.5;H3;1.72;8.87;629.42;86.27;69.23;6;7;47;
4818;43.8854;5.4697;RCP8.5;H3;1.8;9.2;657.95;86.4;69.73;6;7;46;
4819;43.8825;5.569;RCP8.5;H3;1.81;9.09;659.68;86.44;70.77;6;7;40;
4820;43.8795;5.6684;RCP8.5;H3;2.08;9.11;760.46;81.51;81.07;7;9;37;
4821;43.8764;5.7677;RCP8.5;H3;2.04;8.88;744.35;81.12;81.43;7;8;37;
4822;43.8732;5.867;RCP8.5;H3;1.64;7.51;599.9;81.25;77.03;6;5;39;
4823;43.8699;5.9663;RCP8.5;H3;1.63;7.15;596.36;79.44;80.13;7;5;38;
4824;43.8665;6.0656;RCP8.5;H3;1.85;7.47;674.64;77.68;87.7;7;6;32;
4825;43.8631;6.1649;RCP8.5;H3;1.91;7.69;698.26;77.97;88.13;7;6;32;
4826;43.8595;6.2642;RCP8.5;H3;2.02;8.45;737.68;80.05;85.07;7;8;31;
4827;43.8559;6.3634;RCP8.5;H3;2.31;8.55;844.42;76.37;96.77;7;8;30;
4828;43.8522;6.4627;RCP8.5;H3;2.59;10;947.77;78.44;92.77;7;12;33;
4829;43.8484;6.5619;RCP8.5;H3;2.62;10.42;957.55;79.58;90.07;6;12;33;
4830;43.8445;6.6611;RCP8.5;H3;2.66;10.03;972.68;78.9;95.07;7;11;32;
4831;43.8405;6.7604;RCP8.5;H3;3.31;12.66;1209.09;81.96;93.43;7;17;33;
4832;43.8364;6.8595;RCP8.5;H3;3.29;12.5;1200.5;81.57;93.9;7;17;33;
4833;43.8322;6.9587;RCP8.5;H3;2.98;11.14;1087.44;80.16;95.5;8;14;33;
4834;43.8279;7.0579;RCP8.5;H3;2.72;10.46;992.86;79.69;92.83;7;13;34;
4835;43.8235;7.157;RCP8.5;H3;2.55;11.2;930.73;85.23;81.2;6;13;35;
4836;43.8191;7.2562;RCP8.5;H3;2.47;10.76;903.35;83.6;82.27;7;12;36;
4837;43.8146;7.3553;RCP8.5;H3;2.45;10.63;893.16;83.56;82.27;7;12;36;
4838;43.8099;7.4544;RCP8.5;H3;2.66;10.48;971.24;81.82;90.53;7;13;34;
4893;43.9417;-1.2978;RCP8.5;H3;2.66;8.07;970.19;68.16;118.8;9;9;32;
4894;43.945;-1.1983;RCP8.5;H3;2.68;8.13;978.32;68.17;118.93;9;9;32;
4895;43.9482;-1.0989;RCP8.5;H3;2.68;8.34;978.11;69.21;116;9;10;32;
4896;43.9513;-0.9994;RCP8.5;H3;2.7;8.39;987.33;69.22;116.5;9;10;34;
4897;43.9543;-0.9;RCP8.5;H3;2.69;8.36;984.03;69.21;116.5;9;10;34;
4898;43.9572;-0.8005;RCP8.5;H3;2.71;8.4;990.39;69.31;116.63;10;11;34;
4899;43.96;-0.701;RCP8.5;H3;2.38;7.53;867.58;68.32;113.3;9;7;34;
4900;43.9628;-0.6015;RCP8.5;H3;2.37;7.52;866.9;68.29;113.33;9;7;34;
4901;43.9654;-0.502;RCP8.5;H3;2.17;6.86;791.63;68.65;113.33;8;6;32;
4902;43.968;-0.4025;RCP8.5;H3;2.19;6.96;798.07;68.63;112.53;9;7;33;
4903;43.9704;-0.303;RCP8.5;H3;2.21;7.02;806.89;68.7;112.87;9;7;33;
4904;43.9728;-0.2034;RCP8.5;H3;2.13;7.02;777.35;70.03;108.7;8;6;33;
4905;43.9751;-0.1039;RCP8.5;H3;2.16;7.14;789.77;70.08;108.63;8;7;33;
4906;43.9773;-0.0043;RCP8.5;H3;2.17;7.18;793.65;70.1;108.7;8;7;33;
4907;43.9793;0.0952;RCP8.5;H3;2.01;6.69;733.39;69.39;107.87;8;5;33;
4908;43.9814;0.1948;RCP8.5;H3;1.8;6.35;657.88;70.62;101.5;8;4;34;
4909;43.9833;0.2944;RCP8.5;H3;1.83;6.4;667.79;70.28;102.27;7;4;34;
4910;43.9851;0.3939;RCP8.5;H3;1.86;6.78;678.04;73.05;98.07;7;5;36;
4911;43.9868;0.4935;RCP8.5;H3;1.89;6.9;689.29;73.17;97.87;7;5;36;
4912;43.9885;0.5931;RCP8.5;H3;1.88;6.77;685.86;72.27;98.77;8;5;35;
4913;43.99;0.6927;RCP8.5;H3;1.74;6.23;636;71.49;99.33;7;4;36;
4914;43.9915;0.7923;RCP8.5;H3;1.74;6.21;634.25;71.5;99.3;7;4;36;
4915;43.9928;0.8919;RCP8.5;H3;1.77;6.44;645.84;72.07;98.1;7;4;35;
4916;43.9941;0.9915;RCP8.5;H3;1.83;6.54;669.84;71.32;100.4;8;4;35;
4917;43.9953;1.0911;RCP8.5;H3;1.81;6.48;662.83;71.32;100.17;8;4;35;
4918;43.9964;1.1908;RCP8.5;H3;1.81;6.63;660.96;72.24;97.4;8;4;35;
4919;43.9974;1.2904;RCP8.5;H3;1.81;6.63;660.4;72.24;97.37;8;4;35;
4920;43.9983;1.39;RCP8.5;H3;1.76;6.64;643.96;73.02;94.53;8;4;36;
4921;43.9991;1.4896;RCP8.5;H3;1.8;6.73;658.21;73.28;95.6;7;5;36;
4922;43.9999;1.5893;RCP8.5;H3;1.82;6.78;663.79;73.34;95.73;7;5;36;
4923;44.0005;1.6889;RCP8.5;H3;2.01;7.49;735.42;73.97;96.1;8;7;35;
4924;44.0011;1.7885;RCP8.5;H3;1.99;7.4;725.24;73.94;95.8;8;6;36;
4925;44.0015;1.8882;RCP8.5;H3;1.97;7.34;719.06;73.87;95.73;8;6;36;
4926;44.0019;1.9878;RCP8.5;H3;2.12;7.71;772.72;73.72;98.63;8;7;34;
4927;44.0022;2.0875;RCP8.5;H3;2.03;7.62;740.32;74.71;95.47;8;7;36;
4928;44.0023;2.1871;RCP8.5;H3;2.02;7.6;737.53;74.75;95.4;8;7;36;
4929;44.0024;2.2867;RCP8.5;H3;2.08;7.66;759.23;74.23;97.33;8;7;35;
4930;44.0024;2.3864;RCP8.5;H3;2.11;7.76;769.22;74.32;97.3;8;7;35;
4931;44.0023;2.486;RCP8.5;H3;2.23;7.87;815.96;73.4;101.53;8;8;31;
4932;44.0022;2.5857;RCP8.5;H3;2.16;7.39;790.25;71.75;104.37;8;7;33;
4933;44.0019;2.6853;RCP8.5;H3;2.13;7.28;779.42;71.48;104.57;8;7;33;
4934;44.0015;2.785;RCP8.5;H3;2.31;7.91;842.09;71.73;104.47;8;8;33;
4935;44.0011;2.8846;RCP8.5;H3;2.24;8.05;819.86;73.88;99.9;8;8;35;
4936;44.0005;2.9842;RCP8.5;H3;2.23;7.98;813.21;73.69;99.73;8;7;35;
4937;43.9999;3.0839;RCP8.5;H3;2.82;9.93;1031.41;77.16;102.3;8;11;33;
4938;43.9991;3.1835;RCP8.5;H3;2.97;10.28;1086.37;76.33;104.07;8;13;32;
4939;43.9983;3.2831;RCP8.5;H3;2.9;9.93;1060.8;75.26;105.1;8;13;32;
4940;43.9974;3.3827;RCP8.5;H3;2.68;9.55;980.07;75.89;100.77;9;11;34;
4941;43.9964;3.4824;RCP8.5;H3;3.73;14.4;1363.36;82.86;93.1;9;20;34;
4942;43.9953;3.582;RCP8.5;H3;3.41;12.88;1247.02;81.34;94.9;10;19;35;
4943;43.9941;3.6816;RCP8.5;H3;3.18;12.17;1160.09;81.92;93.17;9;16;36;
4944;43.9929;3.7812;RCP8.5;H3;3.41;12.96;1245.02;82.31;94.07;10;18;37;
4945;43.9915;3.8808;RCP8.5;H3;3.11;12.3;1136.59;82.75;90.5;9;16;37;
4946;43.99;3.9804;RCP8.5;H3;2.15;10.24;785.89;85.97;75.07;7;10;45;
4947;43.9885;4.08;RCP8.5;H3;2.12;10.1;773.86;85.92;74.9;7;10;45;
4948;43.9868;4.1796;RCP8.5;H3;2.03;10.23;741.99;87.19;70.7;7;9;45;
4949;43.9851;4.2792;RCP8.5;H3;2.15;10.32;783.5;86.15;74.13;7;9;41;
4950;43.9833;4.3788;RCP8.5;H3;2.14;10.29;780.78;86.15;74.07;7;9;41;
4951;43.9814;4.4783;RCP8.5;H3;1.67;9.29;610.77;88.63;63.67;6;7;49;
4952;43.9794;4.5779;RCP8.5;H3;1.71;9.61;625.81;89.28;63;6;8;49;
4953;43.9773;4.6775;RCP8.5;H3;1.71;9.44;624.69;88.4;64.23;6;7;48;
4954;43.9751;4.777;RCP8.5;H3;1.75;9.21;638.68;87.19;67.47;6;7;46;
4955;43.9728;4.8766;RCP8.5;H3;1.59;8.61;581.58;87.53;65.37;6;6;49;
4956;43.9704;4.9761;RCP8.5;H3;1.56;8.91;569.35;87.89;62;6;6;52;
4957;43.968;5.0756;RCP8.5;H3;1.73;9.59;633.69;88.05;64.6;6;7;49;
4958;43.9654;5.1751;RCP8.5;H3;1.9;9.66;694.89;85.9;70.37;6;8;46;
4959;43.9628;5.2746;RCP8.5;H3;1.92;9.83;702.07;86.8;69.9;7;9;46;
4960;43.9601;5.3741;RCP8.5;H3;1.92;9.83;700.84;86.97;69.7;6;9;45;
4961;43.9572;5.4736;RCP8.5;H3;1.99;10.53;726.98;88.27;67.73;6;10;45;
4962;43.9543;5.5731;RCP8.5;H3;2.08;9.3;758.81;82.86;79.67;7;9;37;
4963;43.9513;5.6726;RCP8.5;H3;2.12;9.32;776.16;81.81;81;7;9;37;
4964;43.9482;5.772;RCP8.5;H3;2.07;9.02;754.64;81.43;81.2;7;9;37;
4965;43.945;5.8715;RCP8.5;H3;1.65;7.55;604.4;81.24;77.2;6;5;38;
4966;43.9418;5.9709;RCP8.5;H3;1.66;7.36;607.88;79.83;79.53;7;5;38;
4967;43.9384;6.0703;RCP8.5;H3;1.86;7.53;680.19;77.71;87.67;7;6;32;
4968;43.9349;6.1697;RCP8.5;H3;1.87;7.5;684.14;77.61;88.43;7;6;32;
4969;43.9314;6.2691;RCP8.5;H3;2.02;8.36;736.67;79.55;85.77;7;8;32;
4970;43.9277;6.3685;RCP8.5;H3;2.26;8.08;824.65;74.43;99.67;8;8;31;
4971;43.924;6.4679;RCP8.5;H3;2.63;10.48;962.13;79.65;89.97;6;12;34;
4972;43.9202;6.5673;RCP8.5;H3;2.64;10.47;963.84;79.67;90.2;6;12;34;
4973;43.9163;6.6666;RCP8.5;H3;2.65;9.77;967.03;78.06;96.83;7;11;32;
4974;43.9123;6.7659;RCP8.5;H3;2.59;10.36;945.71;80.45;89.03;6;12;33;
4975;43.9082;6.8653;RCP8.5;H3;2.57;10.24;937.3;80.29;89.2;7;12;32;
4976;43.904;6.9646;RCP8.5;H3;2.85;10.45;1042.52;79.43;97.57;8;13;33;
4977;43.8997;7.0639;RCP8.5;H3;2.86;10.48;1044.12;79.45;97.43;8;13;33;
4978;43.8953;7.1631;RCP8.5;H3;2.68;10.35;977.52;79.48;92.3;7;13;35;
4979;43.8909;7.2624;RCP8.5;H3;2.64;11.48;964.32;84.28;82.43;7;13;36;
4980;43.8863;7.3616;RCP8.5;H3;2.7;11.88;984.87;84.69;81.3;7;14;36;
4981;43.8817;7.4609;RCP8.5;H3;2.61;10.29;952.2;81.68;90.33;7;13;34;
5036;44.0136;-1.3024;RCP8.5;H3;2.67;8.11;976.82;67.87;118.83;9;9;31;
5037;44.0168;-1.2028;RCP8.5;H3;2.69;8.14;980.81;67.88;119;9;9;31;
5038;44.02;-1.1032;RCP8.5;H3;2.7;8.4;985.7;68.94;115.83;9;10;33;
5039;44.0231;-1.0037;RCP8.5;H3;2.72;8.23;992.46;68.54;119.1;9;10;32;
5040;44.0261;-0.9041;RCP8.5;H3;2.72;8.23;991.61;68.54;119.03;9;10;32;
5041;44.0291;-0.8045;RCP8.5;H3;2.6;7.92;949.95;68.38;118.33;10;9;33;
5042;44.0319;-0.7049;RCP8.5;H3;2.21;7.01;808.56;68.59;113.2;9;7;34;
5043;44.0346;-0.6052;RCP8.5;H3;2.21;7;807.28;68.58;113.17;9;7;34;
5044;44.0373;-0.5056;RCP8.5;H3;2.23;7.03;816.01;68.47;113.8;9;7;33;
5045;44.0398;-0.406;RCP8.5;H3;2.22;6.98;809.75;68.2;113.93;9;7;32;
5046;44.0423;-0.3063;RCP8.5;H3;2.22;6.98;810.75;68.21;114.03;9;7;32;
5047;44.0447;-0.2066;RCP8.5;H3;2.17;7.08;791.81;69.81;109.67;9;6;33;
5048;44.047;-0.107;RCP8.5;H3;2.21;7.27;807.85;69.52;108.97;8;7;34;
5049;44.0491;-0.0073;RCP8.5;H3;2.22;7.29;810.58;69.53;109.07;8;7;34;
5050;44.0512;0.0924;RCP8.5;H3;2.05;6.76;747.04;68.78;108.57;8;5;33;
5051;44.0533;0.1921;RCP8.5;H3;2.04;6.75;745.51;68.74;108.5;8;5;33;
5052;44.0552;0.2918;RCP8.5;H3;1.82;6.32;663.06;69.8;102.87;7;4;34;
5053;44.057;0.3915;RCP8.5;H3;1.8;6.27;659.18;70.21;102.87;8;4;34;
5054;44.0587;0.4912;RCP8.5;H3;1.82;6.31;663.81;70.23;103;8;4;34;
5055;44.0604;0.5909;RCP8.5;H3;1.85;6.38;676.23;69.48;103.83;8;4;34;
5056;44.0619;0.6906;RCP8.5;H3;1.73;6.23;632.59;71.37;99.1;7;4;35;
5057;44.0634;0.7904;RCP8.5;H3;1.74;6.26;635.39;71.38;99;7;4;35;
5058;44.0648;0.8901;RCP8.5;H3;1.79;6.47;655.16;71.24;99.2;7;4;38;
5059;44.066;0.9898;RCP8.5;H3;1.81;6.43;660.34;70.6;100.73;8;4;34;
5060;44.0672;1.0896;RCP8.5;H3;1.81;6.42;659.26;70.6;100.73;8;4;34;
5061;44.0683;1.1893;RCP8.5;H3;1.79;6.38;652.91;70.9;100.1;8;4;37;
5062;44.0693;1.2891;RCP8.5;H3;1.79;6.4;654.84;70.89;100.1;8;4;37;
5063;44.0702;1.3888;RCP8.5;H3;1.8;6.54;656.76;72.08;98;8;4;35;
5064;44.0711;1.4886;RCP8.5;H3;1.79;6.56;653.29;72.25;96.93;8;4;36;
5065;44.0718;1.5883;RCP8.5;H3;1.8;6.61;658.4;72.27;96.93;8;4;36;
5066;44.0724;1.6881;RCP8.5;H3;2.11;8.13;769.32;75.64;92.47;7;8;37;
5067;44.073;1.7878;RCP8.5;H3;2.06;7.69;751.25;75.03;95.83;8;7;36;
5068;44.0734;1.8876;RCP8.5;H3;2;7.52;730.06;74.94;95.03;8;7;36;
5069;44.0738;1.9874;RCP8.5;H3;2.13;7.75;776.96;74.16;98.43;8;8;34;
5070;44.0741;2.0871;RCP8.5;H3;2.05;7.57;747.9;74.14;97;7;7;34;
5071;44.0743;2.1869;RCP8.5;H3;2.07;7.63;756.33;74.13;97.37;7;7;33;
5072;44.0744;2.2867;RCP8.5;H3;2.21;8.14;806.37;73.85;97.37;7;8;34;
5073;44.0744;2.3865;RCP8.5;H3;2.21;8.16;808.06;73.87;97.37;7;8;34;
5074;44.0743;2.4862;RCP8.5;H3;2.21;7.19;807.52;68.31;109.77;9;6;28;
5075;44.0741;2.586;RCP8.5;H3;2.24;7.28;817.28;68.81;110.03;9;6;30;
5076;44.0738;2.6858;RCP8.5;H3;2.33;7.44;850.68;69.19;111.87;9;8;29;
5077;44.0734;2.7855;RCP8.5;H3;2.44;7.61;891.06;68.06;115.1;9;7;29;
5078;44.073;2.8853;RCP8.5;H3;2.54;7.83;927.77;68.11;116.53;9;8;28;
5079;44.0724;2.985;RCP8.5;H3;2.41;8.17;879.07;71.51;105.7;8;8;33;
5080;44.0718;3.0848;RCP8.5;H3;2.4;8.36;876.93;73.67;103.13;8;9;34;
5081;44.0711;3.1846;RCP8.5;H3;2.96;10.41;1082.29;77.11;102.53;8;14;35;
5082;44.0702;3.2843;RCP8.5;H3;2.94;10.28;1074.76;76.87;103.07;8;13;35;
5083;44.0693;3.3841;RCP8.5;H3;2.91;10.3;1064.01;77.65;101.6;8;13;32;
5084;44.0683;3.4838;RCP8.5;H3;2.9;11.13;1059.21;81.18;93.6;8;13;34;
5085;44.0672;3.5836;RCP8.5;H3;2.72;9.57;994.05;75.86;101.93;9;10;32;
5086;44.0661;3.6833;RCP8.5;H3;3.46;12.8;1262.92;81.2;96.93;9;18;36;
5087;44.0648;3.783;RCP8.5;H3;3.46;12.82;1265.2;81.18;97;9;18;36;
5088;44.0634;3.8828;RCP8.5;H3;3.1;12.09;1131.56;82.34;91.37;9;16;38;
5089;44.0619;3.9825;RCP8.5;H3;3.07;11.59;1119.78;81.44;94.57;9;16;34;
5090;44.0604;4.0822;RCP8.5;H3;2.11;10.05;768.9;85.64;74.53;7;9;40;
5091;44.0588;4.1819;RCP8.5;H3;2.04;10.12;743.43;87.04;71.53;7;9;47;
5092;44.057;4.2817;RCP8.5;H3;2.23;10.63;813.21;85.87;74.43;7;10;40;
5093;44.0552;4.3814;RCP8.5;H3;2.2;10.52;805.17;85.88;74.47;7;10;40;
5094;44.0533;4.4811;RCP8.5;H3;1.93;9.76;704.68;86.48;70.07;7;8;38;
5095;44.0513;4.5807;RCP8.5;H3;1.74;9.43;635.11;88.55;65.43;6;7;48;
5096;44.0492;4.6804;RCP8.5;H3;1.71;9.28;625.63;87.54;65.67;6;7;47;
5097;44.047;4.7801;RCP8.5;H3;1.59;8.87;580.23;87.6;63.6;6;6;49;
5098;44.0447;4.8798;RCP8.5;H3;1.56;8.84;569.6;88.26;62.43;6;6;52;
5099;44.0423;4.9794;RCP8.5;H3;1.51;8.22;550.35;86.43;64.97;5;5;48;
5100;44.0399;5.0791;RCP8.5;H3;1.63;8.52;594.9;85.65;68.07;5;6;46;
